,Unnamed: 0.1,Unnamed: 0,Respondent_ID,Age,Gender,City_ID,City,Tier,Current_brands
53,53,53,120084,15-18,Male,CT112,Mumbai,Tier 1,Bepsi
54,54,54,120085,19-30,Male,CT112,Mumbai,Tier 1,Sky 9
55,55,55,120086,31-45,Male,CT119,Jaipur,Tier 2,Cola-Coka
56,56,56,120087,15-18,Female,CT113,Bangalore,Tier 1,Bepsi
57,57,57,120088,31-45,Male,CT116,Hyderabad,Tier 1,Cola-Coka
58,58,58,120089,15-18,Male,CT116,Hyderabad,Tier 1,Bepsi
59,59,59,120090,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
60,60,60,120091,31-45,Female,CT116,Hyderabad,Tier 1,Blue Bull
61,61,61,120092,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
62,62,62,120093,31-45,Female,CT118,Pune,Tier 2,Bepsi
63,63,63,120094,31-45,Non-binary,CT111,Delhi,Tier 1,Blue Bull
64,64,64,120095,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
65,65,65,120096,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
66,66,66,120097,15-18,Female,CT112,Mumbai,Tier 1,Gangster
67,67,67,120098,19-30,Male,CT117,Ahmedabad,Tier 2,Blue Bull
68,68,68,120099,15-18,Non-binary,CT118,Pune,Tier 2,Blue Bull
69,69,69,120100,19-30,Male,CT114,Chennai,Tier 1,Gangster
70,70,70,120101,31-45,Male,CT116,Hyderabad,Tier 1,CodeX
71,71,71,120102,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
72,72,72,120103,19-30,Female,CT117,Ahmedabad,Tier 2,Gangster
73,73,73,120104,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
74,74,74,120105,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
75,75,75,120106,31-45,Female,CT113,Bangalore,Tier 1,CodeX
76,76,76,120107,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
77,77,77,120108,19-30,Male,CT113,Bangalore,Tier 1,Sky 9
78,78,78,120109,19-30,Male,CT112,Mumbai,Tier 1,Blue Bull
79,79,79,120110,65+,Female,CT112,Mumbai,Tier 1,Sky 9
80,80,80,120111,31-45,Female,CT119,Jaipur,Tier 2,Gangster
81,81,81,120112,15-18,Male,CT114,Chennai,Tier 1,Others
82,82,82,120113,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
83,83,83,120114,19-30,Male,CT117,Ahmedabad,Tier 2,Gangster
84,84,84,120115,31-45,Male,CT116,Hyderabad,Tier 1,Bepsi
85,85,85,120116,15-18,Male,CT112,Mumbai,Tier 1,Bepsi
86,86,86,120117,31-45,Male,CT116,Hyderabad,Tier 1,CodeX
87,87,87,120118,19-30,Male,CT115,Kolkata,Tier 2,Cola-Coka
88,88,88,120119,15-18,Male,CT116,Hyderabad,Tier 1,Blue Bull
89,89,89,120120,19-30,Female,CT111,Delhi,Tier 1,Others
90,90,90,120121,19-30,Female,CT116,Hyderabad,Tier 1,CodeX
91,91,91,120122,19-30,Female,CT113,Bangalore,Tier 1,Blue Bull
92,92,92,120123,19-30,Male,CT117,Ahmedabad,Tier 2,Gangster
93,93,93,120124,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
94,94,94,120125,31-45,Male,CT118,Pune,Tier 2,CodeX
95,95,95,120126,19-30,Male,CT115,Kolkata,Tier 2,Blue Bull
96,96,96,120127,19-30,Male,CT118,Pune,Tier 2,Cola-Coka
97,97,97,120128,31-45,Male,CT113,Bangalore,Tier 1,Cola-Coka
98,98,98,120129,31-45,Male,CT113,Bangalore,Tier 1,Blue Bull
99,99,99,120130,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
100,100,100,120131,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
101,101,101,120132,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
102,102,102,120133,19-30,Male,CT118,Pune,Tier 2,Blue Bull
103,103,103,120134,46-65,Male,CT114,Chennai,Tier 1,Gangster
104,104,104,120135,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
105,105,105,120136,15-18,Male,CT116,Hyderabad,Tier 1,Cola-Coka
106,106,106,120137,19-30,Female,CT116,Hyderabad,Tier 1,Blue Bull
107,107,107,120138,46-65,Male,CT113,Bangalore,Tier 1,Cola-Coka
108,108,108,120139,31-45,Female,CT112,Mumbai,Tier 1,Cola-Coka
109,109,109,120140,46-65,Non-binary,CT112,Mumbai,Tier 1,Cola-Coka
110,110,110,120141,19-30,Male,CT113,Bangalore,Tier 1,CodeX
111,111,111,120142,19-30,Male,CT112,Mumbai,Tier 1,Gangster
112,112,112,120143,31-45,Male,CT118,Pune,Tier 2,Cola-Coka
113,113,113,120144,19-30,Female,CT113,Bangalore,Tier 1,Gangster
114,114,114,120145,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
115,115,115,120146,31-45,Male,CT113,Bangalore,Tier 1,Cola-Coka
116,116,116,120147,15-18,Male,CT113,Bangalore,Tier 1,Blue Bull
117,117,117,120148,15-18,Female,CT112,Mumbai,Tier 1,Cola-Coka
118,118,118,120149,19-30,Male,CT119,Jaipur,Tier 2,Cola-Coka
119,119,119,120150,15-18,Female,CT113,Bangalore,Tier 1,Others
120,120,120,120151,15-18,Male,CT116,Hyderabad,Tier 1,Sky 9
121,121,121,120152,31-45,Male,CT118,Pune,Tier 2,Cola-Coka
122,122,122,120153,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
123,123,123,120154,19-30,Female,CT117,Ahmedabad,Tier 2,Bepsi
124,124,124,120155,31-45,Male,CT116,Hyderabad,Tier 1,Blue Bull
125,125,125,120156,31-45,Female,CT114,Chennai,Tier 1,Bepsi
126,126,126,120157,31-45,Female,CT113,Bangalore,Tier 1,Others
127,127,127,120158,15-18,Male,CT112,Mumbai,Tier 1,Sky 9
128,128,128,120159,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
129,129,129,120160,19-30,Male,CT118,Pune,Tier 2,Gangster
130,130,130,120161,19-30,Male,CT116,Hyderabad,Tier 1,Gangster
131,131,131,120162,65+,Non-binary,CT111,Delhi,Tier 1,Gangster
132,132,132,120163,31-45,Female,CT113,Bangalore,Tier 1,Cola-Coka
133,133,133,120164,19-30,Female,CT113,Bangalore,Tier 1,Blue Bull
134,134,134,120165,19-30,Male,CT119,Jaipur,Tier 2,Gangster
135,135,135,120166,15-18,Non-binary,CT115,Kolkata,Tier 2,Cola-Coka
136,136,136,120167,31-45,Female,CT120,Lucknow,Tier 2,Blue Bull
137,137,137,120168,19-30,Male,CT113,Bangalore,Tier 1,Gangster
138,138,138,120169,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
139,139,139,120170,19-30,Female,CT113,Bangalore,Tier 1,Others
140,140,140,120171,31-45,Female,CT118,Pune,Tier 2,Blue Bull
141,141,141,120172,31-45,Male,CT112,Mumbai,Tier 1,CodeX
142,142,142,120173,15-18,Male,CT114,Chennai,Tier 1,CodeX
143,143,143,120174,19-30,Male,CT113,Bangalore,Tier 1,CodeX
144,144,144,120175,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
145,145,145,120176,31-45,Male,CT112,Mumbai,Tier 1,Cola-Coka
146,146,146,120177,19-30,Female,CT119,Jaipur,Tier 2,Blue Bull
147,147,147,120178,46-65,Male,CT113,Bangalore,Tier 1,CodeX
148,148,148,120179,19-30,Male,CT117,Ahmedabad,Tier 2,Others
149,149,149,120180,15-18,Female,CT113,Bangalore,Tier 1,Cola-Coka
150,150,150,120181,31-45,Male,CT114,Chennai,Tier 1,Cola-Coka
151,151,151,120182,15-18,Male,CT114,Chennai,Tier 1,Cola-Coka
152,152,152,120183,15-18,Male,CT116,Hyderabad,Tier 1,Cola-Coka
153,153,153,120184,19-30,Male,CT117,Ahmedabad,Tier 2,CodeX
154,154,154,120185,19-30,Male,CT117,Ahmedabad,Tier 2,CodeX
155,155,155,120186,19-30,Male,CT116,Hyderabad,Tier 1,Others
156,156,156,120187,15-18,Male,CT113,Bangalore,Tier 1,Gangster
157,157,157,120188,46-65,Male,CT118,Pune,Tier 2,Bepsi
158,158,158,120189,19-30,Male,CT113,Bangalore,Tier 1,Gangster
159,159,159,120190,31-45,Male,CT112,Mumbai,Tier 1,Blue Bull
160,160,160,120191,31-45,Female,CT115,Kolkata,Tier 2,Blue Bull
161,161,161,120192,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
162,162,162,120193,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
163,163,163,120194,19-30,Female,CT115,Kolkata,Tier 2,Blue Bull
164,164,164,120195,19-30,Non-binary,CT116,Hyderabad,Tier 1,Bepsi
165,165,165,120196,19-30,Female,CT119,Jaipur,Tier 2,Blue Bull
166,166,166,120197,19-30,Non-binary,CT112,Mumbai,Tier 1,Gangster
167,167,167,120198,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
168,168,168,120199,46-65,Male,CT112,Mumbai,Tier 1,Sky 9
169,169,169,120200,19-30,Male,CT119,Jaipur,Tier 2,Bepsi
170,170,170,120201,19-30,Male,CT116,Hyderabad,Tier 1,Sky 9
171,171,171,120202,19-30,Female,CT111,Delhi,Tier 1,Cola-Coka
172,172,172,120203,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
173,173,173,120204,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
174,174,174,120205,19-30,Male,CT116,Hyderabad,Tier 1,CodeX
175,175,175,120206,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
176,176,176,120207,19-30,Female,CT114,Chennai,Tier 1,Sky 9
177,177,177,120208,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
178,178,178,120209,15-18,Male,CT118,Pune,Tier 2,Gangster
179,179,179,120210,19-30,Female,CT117,Ahmedabad,Tier 2,Bepsi
180,180,180,120211,15-18,Male,CT116,Hyderabad,Tier 1,Cola-Coka
181,181,181,120212,31-45,Male,CT119,Jaipur,Tier 2,Cola-Coka
182,182,182,120213,31-45,Female,CT116,Hyderabad,Tier 1,Blue Bull
183,183,183,120214,19-30,Female,CT116,Hyderabad,Tier 1,Cola-Coka
184,184,184,120215,19-30,Non-binary,CT115,Kolkata,Tier 2,Gangster
185,185,185,120216,19-30,Female,CT112,Mumbai,Tier 1,Sky 9
186,186,186,120217,31-45,Female,CT111,Delhi,Tier 1,Cola-Coka
187,187,187,120218,46-65,Male,CT118,Pune,Tier 2,Gangster
188,188,188,120219,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
189,189,189,120220,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
190,190,190,120221,19-30,Male,CT116,Hyderabad,Tier 1,Sky 9
191,191,191,120222,15-18,Non-binary,CT113,Bangalore,Tier 1,Bepsi
192,192,192,120223,31-45,Female,CT114,Chennai,Tier 1,Gangster
193,193,193,120224,31-45,Male,CT118,Pune,Tier 2,CodeX
194,194,194,120225,46-65,Non-binary,CT116,Hyderabad,Tier 1,Bepsi
195,195,195,120226,19-30,Male,CT114,Chennai,Tier 1,Blue Bull
196,196,196,120227,19-30,Female,CT112,Mumbai,Tier 1,Gangster
197,197,197,120228,15-18,Male,CT113,Bangalore,Tier 1,Gangster
198,198,198,120229,19-30,Female,CT113,Bangalore,Tier 1,Cola-Coka
199,199,199,120230,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
200,200,200,120231,15-18,Non-binary,CT113,Bangalore,Tier 1,Bepsi
201,201,201,120232,19-30,Male,CT119,Jaipur,Tier 2,Blue Bull
202,202,202,120233,31-45,Male,CT116,Hyderabad,Tier 1,Blue Bull
203,203,203,120234,19-30,Male,CT112,Mumbai,Tier 1,Blue Bull
204,204,204,120235,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
205,205,205,120236,31-45,Female,CT116,Hyderabad,Tier 1,Sky 9
206,206,206,120237,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
207,207,207,120238,46-65,Non-binary,CT111,Delhi,Tier 1,Cola-Coka
208,208,208,120239,19-30,Female,CT114,Chennai,Tier 1,Gangster
209,209,209,120240,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
210,210,210,120241,15-18,Male,CT112,Mumbai,Tier 1,Bepsi
211,211,211,120242,15-18,Female,CT116,Hyderabad,Tier 1,Sky 9
212,212,212,120243,46-65,Male,CT118,Pune,Tier 2,Gangster
213,213,213,120244,19-30,Male,CT115,Kolkata,Tier 2,Sky 9
214,214,214,120245,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
215,215,215,120246,31-45,Male,CT114,Chennai,Tier 1,Cola-Coka
216,216,216,120247,15-18,Female,CT116,Hyderabad,Tier 1,Bepsi
217,217,217,120248,15-18,Male,CT119,Jaipur,Tier 2,Sky 9
218,218,218,120249,19-30,Male,CT113,Bangalore,Tier 1,Sky 9
219,219,219,120250,31-45,Male,CT117,Ahmedabad,Tier 2,Blue Bull
220,220,220,120251,31-45,Male,CT118,Pune,Tier 2,Cola-Coka
221,221,221,120252,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
222,222,222,120253,19-30,Male,CT113,Bangalore,Tier 1,Gangster
223,223,223,120254,19-30,Male,CT112,Mumbai,Tier 1,Blue Bull
224,224,224,120255,15-18,Female,CT118,Pune,Tier 2,Cola-Coka
225,225,225,120256,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
226,226,226,120257,46-65,Female,CT111,Delhi,Tier 1,Gangster
227,227,227,120258,19-30,Male,CT120,Lucknow,Tier 2,Bepsi
228,228,228,120259,19-30,Male,CT113,Bangalore,Tier 1,CodeX
229,229,229,120260,31-45,Male,CT118,Pune,Tier 2,CodeX
230,230,230,120261,46-65,Female,CT114,Chennai,Tier 1,Gangster
231,231,231,120262,19-30,Male,CT118,Pune,Tier 2,Cola-Coka
232,232,232,120263,31-45,Male,CT116,Hyderabad,Tier 1,Bepsi
233,233,233,120264,19-30,Male,CT114,Chennai,Tier 1,Cola-Coka
234,234,234,120265,19-30,Male,CT112,Mumbai,Tier 1,Gangster
235,235,235,120266,19-30,Non-binary,CT112,Mumbai,Tier 1,Sky 9
236,236,236,120267,19-30,Female,CT120,Lucknow,Tier 2,Bepsi
237,237,237,120268,31-45,Non-binary,CT115,Kolkata,Tier 2,Cola-Coka
238,238,238,120269,19-30,Male,CT112,Mumbai,Tier 1,Gangster
239,239,239,120270,19-30,Non-binary,CT114,Chennai,Tier 1,Cola-Coka
240,240,240,120271,15-18,Non-binary,CT112,Mumbai,Tier 1,Cola-Coka
241,241,241,120272,19-30,Female,CT113,Bangalore,Tier 1,Gangster
242,242,242,120273,19-30,Male,CT118,Pune,Tier 2,Cola-Coka
243,243,243,120274,31-45,Female,CT111,Delhi,Tier 1,Cola-Coka
244,244,244,120275,15-18,Male,CT116,Hyderabad,Tier 1,Gangster
245,245,245,120276,15-18,Female,CT113,Bangalore,Tier 1,Sky 9
246,246,246,120277,15-18,Female,CT117,Ahmedabad,Tier 2,Bepsi
247,247,247,120278,19-30,Female,CT115,Kolkata,Tier 2,Cola-Coka
248,248,248,120279,31-45,Female,CT111,Delhi,Tier 1,Blue Bull
249,249,249,120280,19-30,Female,CT118,Pune,Tier 2,Cola-Coka
250,250,250,120281,15-18,Female,CT116,Hyderabad,Tier 1,Others
251,251,251,120282,19-30,Female,CT116,Hyderabad,Tier 1,Blue Bull
252,252,252,120283,31-45,Female,CT116,Hyderabad,Tier 1,Sky 9
253,253,253,120284,19-30,Female,CT116,Hyderabad,Tier 1,Cola-Coka
254,254,254,120285,19-30,Male,CT119,Jaipur,Tier 2,Bepsi
255,255,255,120286,31-45,Male,CT119,Jaipur,Tier 2,Gangster
256,256,256,120287,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
257,257,257,120288,19-30,Male,CT112,Mumbai,Tier 1,Gangster
258,258,258,120289,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
259,259,259,120290,31-45,Male,CT116,Hyderabad,Tier 1,Bepsi
260,260,260,120291,19-30,Male,CT112,Mumbai,Tier 1,Sky 9
261,261,261,120292,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
262,262,262,120293,19-30,Male,CT112,Mumbai,Tier 1,Gangster
263,263,263,120294,31-45,Female,CT115,Kolkata,Tier 2,Blue Bull
264,264,264,120295,31-45,Female,CT113,Bangalore,Tier 1,Sky 9
265,265,265,120296,19-30,Non-binary,CT113,Bangalore,Tier 1,Gangster
266,266,266,120297,19-30,Non-binary,CT117,Ahmedabad,Tier 2,Others
267,267,267,120298,19-30,Female,CT114,Chennai,Tier 1,Sky 9
268,268,268,120299,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
269,269,269,120300,31-45,Female,CT115,Kolkata,Tier 2,CodeX
270,270,270,120301,15-18,Non-binary,CT113,Bangalore,Tier 1,Cola-Coka
271,271,271,120302,19-30,Male,CT116,Hyderabad,Tier 1,CodeX
272,272,272,120303,15-18,Male,CT117,Ahmedabad,Tier 2,Cola-Coka
273,273,273,120304,15-18,Female,CT113,Bangalore,Tier 1,Bepsi
274,274,274,120305,19-30,Male,CT118,Pune,Tier 2,Sky 9
275,275,275,120306,31-45,Female,CT113,Bangalore,Tier 1,Bepsi
276,276,276,120307,19-30,Male,CT113,Bangalore,Tier 1,CodeX
277,277,277,120308,19-30,Non-binary,CT113,Bangalore,Tier 1,Sky 9
278,278,278,120309,19-30,Male,CT118,Pune,Tier 2,CodeX
279,279,279,120310,15-18,Male,CT113,Bangalore,Tier 1,Gangster
280,280,280,120311,19-30,Male,CT118,Pune,Tier 2,Gangster
281,281,281,120312,19-30,Male,CT113,Bangalore,Tier 1,Gangster
282,282,282,120313,46-65,Male,CT115,Kolkata,Tier 2,Sky 9
283,283,283,120314,19-30,Female,CT111,Delhi,Tier 1,Sky 9
284,284,284,120315,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
285,285,285,120316,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
286,286,286,120317,19-30,Non-binary,CT114,Chennai,Tier 1,Cola-Coka
287,287,287,120318,19-30,Female,CT112,Mumbai,Tier 1,Sky 9
288,288,288,120319,19-30,Male,CT117,Ahmedabad,Tier 2,Blue Bull
289,289,289,120320,19-30,Male,CT117,Ahmedabad,Tier 2,Gangster
290,290,290,120321,31-45,Female,CT113,Bangalore,Tier 1,Cola-Coka
291,291,291,120322,31-45,Female,CT113,Bangalore,Tier 1,Gangster
292,292,292,120323,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
293,293,293,120324,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
294,294,294,120325,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
295,295,295,120326,19-30,Male,CT114,Chennai,Tier 1,Bepsi
296,296,296,120327,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
297,297,297,120328,19-30,Male,CT111,Delhi,Tier 1,Cola-Coka
298,298,298,120329,19-30,Male,CT113,Bangalore,Tier 1,Others
299,299,299,120330,31-45,Female,CT119,Jaipur,Tier 2,Bepsi
300,300,300,120331,19-30,Male,CT112,Mumbai,Tier 1,Gangster
301,301,301,120332,15-18,Female,CT113,Bangalore,Tier 1,Cola-Coka
302,302,302,120333,31-45,Female,CT113,Bangalore,Tier 1,Gangster
303,303,303,120334,19-30,Female,CT116,Hyderabad,Tier 1,Cola-Coka
304,304,304,120335,19-30,Female,CT115,Kolkata,Tier 2,Cola-Coka
305,305,305,120336,15-18,Male,CT117,Ahmedabad,Tier 2,Bepsi
306,306,306,120337,15-18,Male,CT111,Delhi,Tier 1,Cola-Coka
307,307,307,120338,31-45,Male,CT113,Bangalore,Tier 1,Others
308,308,308,120339,19-30,Male,CT116,Hyderabad,Tier 1,Sky 9
309,309,309,120340,19-30,Female,CT112,Mumbai,Tier 1,Cola-Coka
310,310,310,120341,19-30,Male,CT112,Mumbai,Tier 1,Blue Bull
311,311,311,120342,31-45,Male,CT113,Bangalore,Tier 1,Blue Bull
312,312,312,120343,19-30,Female,CT118,Pune,Tier 2,Bepsi
313,313,313,120344,15-18,Male,CT115,Kolkata,Tier 2,Sky 9
314,314,314,120345,19-30,Female,CT117,Ahmedabad,Tier 2,Others
315,315,315,120346,19-30,Male,CT118,Pune,Tier 2,Cola-Coka
316,316,316,120347,19-30,Male,CT112,Mumbai,Tier 1,Gangster
317,317,317,120348,31-45,Male,CT116,Hyderabad,Tier 1,Cola-Coka
318,318,318,120349,19-30,Male,CT116,Hyderabad,Tier 1,Blue Bull
319,319,319,120350,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
320,320,320,120351,19-30,Female,CT113,Bangalore,Tier 1,Others
321,321,321,120352,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
322,322,322,120353,15-18,Male,CT112,Mumbai,Tier 1,Gangster
323,323,323,120354,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
324,324,324,120355,31-45,Female,CT112,Mumbai,Tier 1,CodeX
325,325,325,120356,19-30,Female,CT116,Hyderabad,Tier 1,Gangster
326,326,326,120357,19-30,Female,CT114,Chennai,Tier 1,Bepsi
327,327,327,120358,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
328,328,328,120359,31-45,Male,CT113,Bangalore,Tier 1,Cola-Coka
329,329,329,120360,15-18,Male,CT115,Kolkata,Tier 2,Cola-Coka
330,330,330,120361,15-18,Male,CT116,Hyderabad,Tier 1,CodeX
331,331,331,120362,19-30,Non-binary,CT112,Mumbai,Tier 1,Sky 9
332,332,332,120363,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
333,333,333,120364,19-30,Female,CT116,Hyderabad,Tier 1,Bepsi
334,334,334,120365,19-30,Male,CT112,Mumbai,Tier 1,Gangster
335,335,335,120366,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
336,336,336,120367,19-30,Non-binary,CT116,Hyderabad,Tier 1,Cola-Coka
337,337,337,120368,19-30,Male,CT117,Ahmedabad,Tier 2,Cola-Coka
338,338,338,120369,19-30,Male,CT114,Chennai,Tier 1,Cola-Coka
339,339,339,120370,15-18,Male,CT118,Pune,Tier 2,Cola-Coka
340,340,340,120371,46-65,Female,CT113,Bangalore,Tier 1,Cola-Coka
341,341,341,120372,19-30,Male,CT115,Kolkata,Tier 2,Cola-Coka
342,342,342,120373,15-18,Male,CT113,Bangalore,Tier 1,Gangster
343,343,343,120374,15-18,Female,CT116,Hyderabad,Tier 1,Sky 9
344,344,344,120375,19-30,Male,CT113,Bangalore,Tier 1,Gangster
345,345,345,120376,31-45,Male,CT113,Bangalore,Tier 1,Cola-Coka
346,346,346,120377,15-18,Male,CT113,Bangalore,Tier 1,Sky 9
347,347,347,120378,19-30,Male,CT111,Delhi,Tier 1,Cola-Coka
348,348,348,120379,19-30,Female,CT113,Bangalore,Tier 1,Gangster
349,349,349,120380,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
350,350,350,120381,15-18,Female,CT118,Pune,Tier 2,Sky 9
351,351,351,120382,31-45,Male,CT112,Mumbai,Tier 1,Bepsi
352,352,352,120383,19-30,Non-binary,CT113,Bangalore,Tier 1,Gangster
353,353,353,120384,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
354,354,354,120385,65+,Female,CT114,Chennai,Tier 1,Gangster
355,355,355,120386,15-18,Male,CT119,Jaipur,Tier 2,Cola-Coka
356,356,356,120387,15-18,Female,CT118,Pune,Tier 2,Blue Bull
357,357,357,120388,31-45,Male,CT112,Mumbai,Tier 1,Gangster
358,358,358,120389,15-18,Female,CT116,Hyderabad,Tier 1,CodeX
359,359,359,120390,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
360,360,360,120391,31-45,Male,CT116,Hyderabad,Tier 1,Bepsi
